Disaster_Type,Country,Year,Total_Deaths,Injured,Damage_USD,Displaced_People,Latitude,Longitude
Volcanic Eruption,Brazil,1997,66,110,3903379775,483338,45.72360292,63.05847448
Storm,Indonesia,1971,46,92,4338415701,275055,23.57319548,21.81530545
Landslide,Philippines,2007,46,99,1453083443,684440,-58.49654255,-52.04572902
Tsunami,China,2006,51,93,3729452910,809067,63.17132905,24.78988705
Volcanic Eruption,Brazil,2020,57,94,2273568306,313323,2.253445917,-87.31248029
Volcanic Eruption,USA,2021,55,98,4947398488,922717,70.42087142,-21.4994985
Earthquake,Philippines,1973,48,88,1262054649,712502,9.3754618,-78.92085339
Flood,Philippines,1991,69,88,1604117836,235603,37.19142849,-135.7603958
Storm,Brazil,1995,48,119,2173322737,325689,-50.29902907,-64.1297317
Earthquake,Philippines,2018,47,108,2794611045,945444,44.32123149,126.7153985
Landslide,Japan,2012,35,96,4108155238,240655,-12.68055562,-42.81092257
Earthquake,Brazil,2005,49,96,3285951587,912350,-10.80973799,89.28131363
Volcanic Eruption,India,1982,57,96,3214818254,310748,-43.38818174,-116.9287725
Flood,Bangladesh,2021,50,94,4079905470,219973,-39.43999919,-27.2091027
Drought,Indonesia,2001,53,117,1764070899,336476,-33.99373213,-138.651815
Earthquake,Mexico,1986,44,90,4631055061,835551,-14.0511364,-130.0964172
Tsunami,Nigeria,2010,32,112,3833701539,607176,64.87578779,42.27709676
Earthquake,Philippines,2005,45,99,1059427181,848036,-8.443566648,38.69345428
Landslide,India,2015,50,98,275697056,16820,41.41077892,-103.1861134
Landslide,China,1988,59,83,2308271420,600790,-48.41534946,-9.207650056
Storm,China,2004,46,91,3634111296,374415,22.7538319,130.7902201
Landslide,Nigeria,2015,47,113,3364249156,67345,7.464772378,-117.2874569
Wildfire,Indonesia,2009,54,95,3593293489,170386,76.91411257,-173.0842081
Flood,Philippines,1997,52,110,1952648428,827307,58.46908778,54.71825064
Flood,Japan,1970,43,99,4034815497,857473,3.676168141,-160.7406451
Drought,Nigeria,2011,64,95,3975317115,70793,48.51998697,172.7784859
Drought,Indonesia,1987,53,101,1333457124,998091,-32.97457622,39.46330217
Flood,Philippines,2017,41,101,4600538342,267053,18.72708583,-10.65731298
Tsunami,India,2009,46,95,1404795892,617169,-49.55333222,-25.20268559
Drought,Bangladesh,2002,42,102,4846934747,14866,-11.26753548,26.30543707
Storm,Japan,1981,47,106,294974414,698149,-28.37929457,-147.3752028
Landslide,Mexico,1977,51,96,2157761023,876836,40.64737415,154.8068612
Flood,China,1993,46,125,671723370,783834,8.61269677,45.23114468
Volcanic Eruption,USA,1985,59,104,4825337949,244734,45.14986704,-113.7677409
Drought,India,2019,47,101,644066418,328141,12.14136127,22.52917936
Flood,China,1973,47,108,2526913447,290604,-47.8921781,-132.0276579
Wildfire,Brazil,2007,52,101,1636344411,48500,42.95147096,-173.6810217
Earthquake,USA,2013,43,86,3758076423,199841,56.65209696,46.98611468
Landslide,China,1996,57,95,2497501447,522881,66.49437163,53.45400307
Flood,Indonesia,1978,39,123,3507617647,780331,20.07887234,30.13076981
Earthquake,Japan,2016,54,105,3219370093,274272,45.50195026,-113.9460464
Drought,China,1985,53,96,4651327238,529490,45.28620716,37.23474906
Earthquake,Mexico,1981,54,100,4366305586,887675,-38.19503363,-159.6560613
Landslide,Bangladesh,2000,46,114,2484581360,260731,-37.00910376,39.32580801
Flood,Indonesia,1993,44,114,2082289966,490010,-50.07602919,19.44612688
Wildfire,India,1983,62,113,3112798309,720687,-15.21209108,55.8917391
Tsunami,India,2014,48,102,1293727219,179037,6.291202284,142.3712181
Drought,India,1994,52,101,5997907,948742,79.70569939,126.1289179
Flood,India,2003,38,112,4940316237,603546,0.33906789,173.035509
Landslide,Bangladesh,1972,56,97,321508182,654676,41.67396239,171.4467719
Drought,China,1993,57,79,2652936071,111302,37.07558368,98.03508961
Storm,Philippines,2023,53,113,4089669817,915055,-31.37252696,164.311064
Earthquake,China,2011,52,98,1335464471,704600,-51.8089988,132.2221989
Tsunami,Brazil,1978,47,98,2494854744,83583,16.44094521,81.92968196
Landslide,Japan,1995,37,98,4096695273,986341,38.04278292,-152.8616683
Storm,USA,1989,50,104,2794804731,709649,79.75525063,-162.3420402
Volcanic Eruption,Philippines,2009,50,99,2891999636,950048,-9.794452681,121.5358443
Flood,Philippines,1979,48,101,769492103,584352,65.49103869,-3.723891166
Wildfire,China,1988,59,105,1577608399,97119,-6.529456178,113.2584064
Drought,Philippines,1972,52,102,3440523941,748409,36.51763918,-67.34942256
Earthquake,Nigeria,1993,49,89,4565908916,474392,23.75541027,-36.846051
Drought,Nigeria,1974,37,93,3890271811,546701,-52.58296894,72.06721956
Tsunami,Brazil,1972,37,93,4595053009,868773,-49.02562022,149.5176253
Flood,USA,1996,52,101,2375555947,704259,-57.09302744,-148.4058692
Drought,Mexico,1985,56,114,2473779893,86891,-8.083228157,130.1321321
Earthquake,Bangladesh,2018,54,98,1974286271,481981,44.41214683,105.484581
Flood,China,1984,32,103,2676232678,725329,-35.81424484,-66.40586254
Drought,Bangladesh,2004,42,98,2499590405,33033,24.81941557,-52.12201891
Wildfire,Mexico,1981,48,111,4822984268,363298,-19.5641108,-163.2738682
Landslide,China,2010,49,80,161204631,1378,51.57896736,-174.33338
Flood,China,2022,48,98,1377911980,399719,51.77546086,-8.277794511
Landslide,USA,2013,59,104,1180276675,105461,48.5580321,-145.6057276
Volcanic Eruption,Bangladesh,1995,59,100,1748776443,698134,13.47669193,-110.1593468
Flood,Nigeria,2016,41,110,2243957749,714968,-20.16066059,124.8361918
Wildfire,India,2003,43,80,3957296815,643392,53.32216614,25.57022085
Landslide,Bangladesh,1992,59,89,3798231929,295761,-33.94592133,48.10767742
Storm,Japan,2000,55,90,421884195,135886,-19.43365572,-112.5074409
Earthquake,Japan,2019,57,95,2725286632,913048,-34.24732114,118.3182496
Storm,China,1989,56,121,2483092274,713695,34.38942245,132.4727181
Drought,India,1981,64,99,4371110109,773812,36.07304394,8.397933737
Wildfire,Indonesia,1992,49,116,2029069393,285907,31.35139899,148.5207979
Storm,Mexico,1973,57,82,1691481486,141072,-1.815794639,124.138305
Flood,Brazil,1992,42,97,1697291819,474040,-45.97605899,83.2767036
Drought,India,2017,57,106,1041158249,396490,67.56374183,84.26732965
Drought,Brazil,2017,49,96,1406887223,180940,11.08233496,-142.0583494
Storm,Bangladesh,1970,58,134,3644396137,316376,-3.023892712,-82.49902643
Volcanic Eruption,Bangladesh,2023,59,122,2266285206,669587,22.43548505,-155.9350009
Storm,Brazil,1994,43,89,1394516849,148351,-33.00933899,-176.8747647
Volcanic Eruption,Mexico,1971,45,102,2250493341,730264,-41.44317093,-123.0085687
Wildfire,India,1999,34,107,4785964262,896681,-3.226468996,136.9753858
Earthquake,Indonesia,1972,57,112,559375642,196012,-28.18910283,-93.64533875
Storm,China,1990,44,97,2982169129,173808,-25.79935876,169.2554265
Tsunami,USA,1994,50,102,3941463494,355060,64.95160829,35.02475984
Volcanic Eruption,Bangladesh,1989,49,123,3117763854,402867,14.30628481,-94.58694445
Storm,Japan,2018,52,101,321461417,734799,7.685669005,-1.032910746
Landslide,Mexico,2021,42,74,11967562,870895,36.52714312,-101.1258638
Flood,USA,1991,48,90,3729661452,7771,73.21673591,174.2304809
Tsunami,Indonesia,1990,52,94,449115643,341140,-44.29220097,125.0153942
Tsunami,Philippines,2002,42,98,4302123689,332317,56.6948394,-170.554036
Volcanic Eruption,China,2021,51,101,1938657486,827266,21.76268518,161.1993713
Landslide,Bangladesh,2007,50,104,4963548224,921057,-39.53685047,79.58343863
Landslide,China,1984,53,98,4476089685,165189,-18.39909538,-150.3427493
Drought,USA,2015,45,98,1700012237,625578,7.530598305,61.42958868
Volcanic Eruption,China,2021,52,89,665909208,208130,36.76480024,52.89361127
Earthquake,Philippines,1984,52,118,709440518,717497,-26.03501763,-101.2360515
Flood,USA,2015,56,93,2252568045,915360,14.88303417,93.040812
Wildfire,Bangladesh,1994,52,110,1157247791,559178,35.85402784,-148.6567068
Tsunami,India,1990,50,109,29314150,618028,2.823705119,-3.799734757
Wildfire,Japan,1993,52,96,416368417,341572,60.82363456,-176.4276454
Storm,USA,1974,49,103,2003795725,8689,61.7242744,168.745496
Storm,Nigeria,1975,50,117,3662558454,28063,5.89677047,90.56290744
Wildfire,Philippines,2018,49,97,2748499444,319342,76.20959946,-122.8132526
Storm,USA,2012,47,89,4088982523,516817,-49.41808706,-56.99734562
Earthquake,USA,2017,41,123,4220205667,210670,-59.52926703,-122.197544
Landslide,Nigeria,2013,56,110,2807309018,525651,-6.706443067,95.98228709
Storm,Bangladesh,2016,56,93,2242979163,672051,24.15358859,-158.7973228
Drought,USA,1992,51,99,4242093868,133823,28.08802204,122.546396
Storm,Japan,1973,44,91,3029043260,910195,6.702403081,159.190682
Flood,China,1996,41,106,1250864660,532070,-42.51633615,63.58605941
Earthquake,Bangladesh,1987,46,90,4544071648,345328,-36.13034695,-103.332438
Flood,Japan,1990,43,89,193079222,667900,59.30071774,-50.36756551
Flood,Bangladesh,1997,68,89,881094533,308135,61.50755844,-8.193645069
Drought,Japan,2004,49,95,1783606818,333019,34.3457953,37.66491799
Earthquake,Philippines,1991,53,90,2710739672,747916,32.99051612,60.71871233
Earthquake,Japan,2009,45,90,908332134,945113,23.67549792,19.51729751
Volcanic Eruption,Brazil,1992,53,106,807923611,843087,-31.590376,-53.5269885
Earthquake,Japan,1972,42,97,2024947465,202456,-0.044901964,140.730221
Earthquake,India,2009,51,131,3817802583,587465,37.4252512,-150.6988591
Earthquake,India,2019,40,91,1778466832,58396,15.21531808,-12.14782047
Drought,Mexico,1979,54,84,2483898731,803309,-57.39875323,99.20334185
Storm,Brazil,1994,54,102,2456905243,914366,73.49795294,-158.0858405
Volcanic Eruption,Brazil,2021,65,95,2996256799,18405,58.27424736,73.92067805
Flood,China,2018,53,125,3349563540,116435,-23.52369802,115.0961842
Earthquake,Brazil,1977,67,105,1100312630,835061,26.30425092,57.89926747
Tsunami,China,1980,45,81,646583170,46233,69.25351372,-175.3427188
Storm,Mexico,1974,49,85,4905860456,807903,-46.5584583,-115.1506702
Storm,Mexico,2014,46,89,2784512951,265446,10.42412731,-56.8392916
Flood,Philippines,2022,44,106,3707848805,735333,3.874023618,-95.87158717
Drought,India,2006,49,105,1934622699,899898,-2.57129926,166.5547705
Wildfire,Japan,2014,59,103,981585793,342192,56.98240525,54.57380908
Wildfire,Japan,2007,38,120,1552607325,622260,-6.709539462,-73.09045535
Storm,Nigeria,1998,55,114,95362889,941015,-51.08713335,154.6910995
Landslide,Nigeria,1974,39,123,4097408380,922526,-50.7827161,86.61391181
Landslide,Indonesia,1978,44,96,1787234867,305383,-54.01575509,-77.54140374
Flood,Bangladesh,2017,57,86,613648896,727051,-2.719640938,-43.60263502
Wildfire,Philippines,1971,49,121,3695304565,914617,40.57687888,-108.205611
Storm,Indonesia,1970,42,106,3073950874,228088,-31.47885533,169.5866394
Drought,Indonesia,2009,48,93,3880250239,123811,30.50559286,6.22673852
Wildfire,USA,2020,42,92,719106203,907529,36.19238609,142.5804075
Storm,USA,1999,62,89,2047473877,59269,-24.27170264,-55.26008243
Storm,Indonesia,1980,43,117,2561629306,627846,24.07807185,129.9029771
Earthquake,Brazil,1997,55,101,3699142645,90868,35.8815676,-160.6007346
Drought,Bangladesh,2013,46,101,1089252796,451614,5.325907192,173.5525143
Earthquake,Philippines,1981,49,95,4042680572,782170,-12.85967638,148.3323721
Flood,Indonesia,2008,49,97,2447542670,848327,26.68121722,-49.24693988
Earthquake,Japan,1995,42,102,2154376039,856322,76.89859223,98.89997951
Tsunami,Bangladesh,1982,51,101,2601111380,621671,-0.242202688,90.81285353
Earthquake,USA,1977,49,97,2223138595,520622,-5.15708652,144.451727
